"reg" "dis" "con" "N1" "ward" "N2"
"RUVUMA" "MANISPAA YA SONGEA" "SONGEA MJINI" "21" "LILAMBO" 3071
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "1" "MATEMANGA" 3072
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "2" "KALULU" 3073
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "3" "NAMWINYU" 3074
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "4" "LIGUNGA" 3075
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "5" "NAKAPANYA" 3076
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "6" "NGAPA" 3077
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "7" "MINDU" 3078
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "8" "MUHUWESI" 3079
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "9" "MLINGOTI MASHARIKI" 3080
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "10" "MLINGOTI MAGHARIBI" 3081
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "11" "NAMPUNGU" 3082
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "12" "KIDODOMA" 3083
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "13" "NANDEMBO" 3084
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "14" "JAKIKA" 3085
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "15" "NAMIUNGO" 3086
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "16" "MASONYA" 3087
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "17" "MCHANGANI" 3088
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "18" "SISIKWASISI" 3089
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "19" "NAKAYAYA" 3090
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "20" "MAJENGO" 3091
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "21" "NANJOKA" 3092
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "22" "MAJIMAJI" 3093
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "23" "NAMAKAMBALE" 3094
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KASKAZINI" "24" "NTINGINYA" 3095
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "1" "MTINA" 3096
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "2" "MCHESI" 3097
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "3" "LUKUMBULE" 3098
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "4" "MBESA" 3099
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "5" "NALASI" 3100
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "6" "MCHOTEKA" 3101
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "7" "MARUMBA" 3102
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "8" "NAMASAKATA" 3103
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "9" "MISECHELA" 3104
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "10" "TUWEMACHO" 3105
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "11" "LIGOMA" 3106
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "12" "MCHULUKA" 3107
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "13" "NALASI MASHARIKI" 3108
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "14" "MBATI" 3109
"RUVUMA" "WILAYA YA TUNDURU" "TUNDURU KUSINI" "15" "CHIWANA" 3110
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "1" "CHAMAGUHA" 3111
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "2" "CHIBE" 3112
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "3" "IBADAKULI" 3113
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "4" "IBINZAMATA" 3114
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "5" "KAMBARAGE" 3115
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "6" "KITANGILI" 3116
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "7" "KIZUMBI" 3117
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "8" "KOLANDOTO" 3118
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "9" "LUBAGA" 3119
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "10" "MASEKELO" 3120
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "11" "MJINI" 3121
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "12" "MWAMALILI" 3122
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "13" "MWAWAZA" 3123
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "14" "NDALA" 3124
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "15" "NDEMBEZI" 3125
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "16" "NGOKOLO" 3126
"SHINYANGA" "MANISPAA YA SHINYANGA" "SHINYANGA MJINI" "17" "OLD SHINYANGA" 3127
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "1" "BUSOKA" 3128
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "2" "ISAGEHE" 3129
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "3" "IYENZE" 3130
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "4" "KAGONGWA" 3131
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "5" "KAHAMA MJINI" 3132
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "6" "KILAGO" 3133
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "7" "KINAGA" 3134
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "8" "MAJENGO" 3135
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "9" "MALUNGA" 3136
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "10" "MHONGOLO" 3137
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "11" "MHUNGULA" 3138
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "12" "MONDO" 3139
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "13" "MWANDAKULIMA" 3140
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "14" "NGOGWA" 3141
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "15" "NYAHANGA" 3142
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "16" "NYANDEKWA" 3143
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "17" "NYASUBI" 3144
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "18" "NYIHOGO" 3145
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "19" "WENDELE" 3146
"SHINYANGA" "MJI WA KAHAMA" "KAHAMA MJINI" "20" "ZONGOMERA" 3147
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "1" "BUBIKI" 3148
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "2" "BUNAMBIYU" 3149
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "3" "BUSANGWA" 3150
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "4" "IDUKULO" 3151
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "5" "ITILIMA" 3152
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "6" "KILOLELI" 3153
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "7" "KISHAPU" 3154
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "8" "LAGANA" 3155
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "9" "MAGANZO" 3156
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "10" "MASANGA" 3157
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "11" "MONDO" 3158
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "12" "MWADUI LOHUMBO" 3159
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "13" "MWAKIPOYA" 3160
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "14" "MWAMALASA" 3161
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "15" "MWAMASHELE" 3162
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "16" "MWAWEJA" 3163
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "17" "MWATAGA" 3164
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "18" "NGOFILA" 3165
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "19" "SEKE BUGORO" 3166
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "20" "SHAGIHILU" 3167
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "21" "SOMAGEDI" 3168
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "22" "SONGWA" 3169
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "23" "TALAGA" 3170
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "24" "UCHUNGA" 3171
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "25" "UKENYENGE" 3172
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "26" "IGAGA" 3173
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "27" "NDOLOLEJI" 3174
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "28" "MWASUBI" 3175
"SHINYANGA" "WILAYA YA KISHAPU" "KISHAPU" "29" "BUPIPI" 3176
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "1" "BUGARAMA" 3177
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "2" "BULIGE" 3178
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "3" "BULYAN'HULU" 3179
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "4" "BUSANGI" 3180
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "5" "CHELLA" 3181
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "6" "IKINDA" 3182
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "7" "ISAKA" 3183
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "8" "JANA" 3184
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "9" "KASHISHI" 3185
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "10" "LUNGUYA" 3186
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "11" "MEGA" 3187
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "12" "MWAKATA" 3188
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "13" "MWALUGULU" 3189
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "14" "MWANASE" 3190
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "15" "NGAYA" 3191
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "16" "NTOBO" 3192
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "17" "SEGESE" 3193
"SHINYANGA" "WILAYA YA MSALALA" "MSALALA" "18" "SHIILELA" 3194
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "1" "BUKENE" 3195
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "2" "DIDIA" 3196
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "3" "ILOLA" 3197
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "4" "IMESELA" 3198
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "5" "ISELAMAGAZI" 3199
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "6" "ITWANGI" 3200
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "7" "LYABUKANDE" 3201
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "8" "LYABUSALU" 3202
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "9" "LYAMIDATI" 3203
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "10" "MASENGWA" 3204
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "11" "MWAKITOLYO" 3205
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "12" "MWALUKWA" 3206
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "13" "MWAMALA" 3207
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "14" "MWANTINI" 3208
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "15" "MWENGE" 3209
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "16" "NSALALA" 3210
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "17" "NYAMALOGO" 3211
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "18" "NYIDA" 3212
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "19" "PANDAGICHIZA" 3213
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "20" "PUNI" 3214
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "21" "SALAWE" 3215
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "22" "SAMUYE" 3216
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "23" "SOLWA" 3217
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "24" "TINDE" 3218
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "25" "USANDA" 3219
"SHINYANGA" "WILAYA YA SHINYANGA" "SOLWA" "26" "USULE" 3220
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "1" "BUKOMELA" 3221
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "2" "BULUNGWA" 3222
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "3" "CHAMBO" 3223
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "4" "CHONA" 3224
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "5" "IDAHINA" 3225
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "6" "IGUNDA" 3226
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "7" "IGWAMANONI" 3227
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "8" "KINAMAPULA" 3228
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "9" "KISUKE" 3229
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "10" "MAPAMBA" 3230
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "11" "MPUNZE" 3231
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "12" "NYAMILANGANO" 3232
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "13" "NYANKENDE" 3233
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "14" "SABASABINI" 3234
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "15" "UBAGWE" 3235
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "16" "UKUNE" 3236
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "17" "ULEWE" 3237
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "18" "ULOWA" 3238
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "19" "USHETU" 3239
"SHINYANGA" "WILAYA YA USHETU" "USHETU" "20" "UYOGO" 3240
"SIMIYU" "MJI WA BARIADI" "BARIADI" "1" "BARIADI" 3241
"SIMIYU" "MJI WA BARIADI" "NA" "2" "BUNAMHALA" 3242
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "3" "GUDUWI" 3243
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "4" "ISANGA" 3244
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "5" "MALAMBO" 3245
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "6" "MHANGO" 3246
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "7" "NYAKABINDI" 3247
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "8" "NYANGOKOLWA" 3248
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "9" "SIMA" 3249
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "10" "SOMANDA" 3250
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "11" "BANEMHI" 3251
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "12" "DUTWA" 3252
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "13" "GAMBOSI" 3253
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "14" "GIBISHI" 3254
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "15" "GILYA" 3255
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "16" "IHUSI" 3256
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "17" "IKUNGULYABASHASHI" 3257
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "18" "ITUBUKILO" 3258
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "19" "KASOLI" 3259
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "20" "KILALO" 3260
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "21" "MASEWA" 3261
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "22" "MATONGO" 3262
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "23" "MADOBANA" 3263
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "24" "MWASUBUYA" 3264
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "25" "MWAUBINGE" 3265
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "26" "MWAUMATONDO" 3266
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "27" "NGULYATI" 3267
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "28" "NKINDWABIYE" 3268
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "29" "NKOLOLO" 3269
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "30" "SAKWE" 3270
"SIMIYU" "MJI WA BARIADI" "WILAYA YA BARIADI" "31" "SAPIWI" 3271
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "1" "BADUGU" 3272
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "2" "IGALUKILO" 3273
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "3" "IMALAMATE" 3274
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "4" "KABITA" 3275
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "5" "KALEMELA" 3276
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "6" "KILOLELI" 3277
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "7" "LAMADI" 3278
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "8" "LUTUBIGA" 3279
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "9" "MALILI" 3280
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "10" "MKULA" 3281
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "11" "MWAMANYILI" 3282
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "12" "NGASAMO" 3283
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "13" "NYALUHANDE" 3284
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "14" "NYASHIMO" 3285
"SIMIYU" "WILAYA YA BUSEGA" "BUSEGA" "15" "SHIGALA" 3286
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "1" "BUDALABUJIGA" 3287
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "2" "BUMERA" 3288
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "3" "CHINAMILI" 3289
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "4" "IKINDIRO" 3290
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "5" "KINANG'WELI" 3291
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "6" "LAGANGABILILI" 3292
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "7" "LUGURU" 3293
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "8" "MBITA" 3294
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "9" "MHUNZE" 3295
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "10" "MIGATO" 3296
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "11" "MWALUSHU" 3297
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "12" "MWAMAPALALA" 3298
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "13" "MWAMTANI" 3299
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "14" "MWASWALE" 3300
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "15" "NDOLELEZI" 3301
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "16" "NHOBORA" 3302
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "17" "NKOMA" 3303
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "18" "NKUYU" 3304
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "19" "NYAMALAPA" 3305
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "20" "SAGATA" 3306
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "21" "SAWIDA" 3307
"SIMIYU" "WILAYA YA ITILIMA" "ITILIMA" "22" "ZAGAYU" 3308
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "1" "BADI" 3309
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "2" "BUCHAMBI" 3310
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "3" "BUSANGI" 3311
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "4" "ISANGA" 3312
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "5" "JIJA" 3313
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "6" "KADOTO" 3314
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "7" "KULIMI" 3315
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "8" "MALAMPAKA" 3316
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "9" "MASELA" 3317
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "10" "MATABA" 3318
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "11" "MWABAYANDA" 3319
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "12" "MWAMASHIMBA" 3320
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "13" "MWANG'HONOLI" 3321
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "14" "NYABUBINZA" 3322
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "15" "SENGWA" 3323
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "16" "SHISHIYU" 3324
"SIMIYU" "WILAYA YA MASWA" "MASWA MAGHARIBI" "17" "ZANZUI" 3325
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "1" "BINZA" 3326
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "2" "BUDEKWA" 3327
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "3" "BUGARAMA" 3328
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "4" "BUSILILI" 3329
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "5" "DAKAMA" 3330
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "6" "IPILILO" 3331
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "7" "LALAGO" 3332
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "8" "MBARAGANE" 3333
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "9" "MPINDO" 3334
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "10" "MWABARATULU" 3335
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "11" "MWAMANENGE" 3336
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "12" "NG'WIGWA" 3337
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "13" "NGULIGULI" 3338
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "14" "NYALIKUNGU" 3339
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "15" "SANGAMWALUGESHA" 3340
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "16" "SENANI" 3341
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "17" "SHANWA" 3342
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "18" "SOLA" 3343
"SIMIYU" "WILAYA YA MASWA" "MASWA MASHARAKI" "19" "SUKUMA" 3344
"SIMIYU" "WILAYA YA MEATU" "KISESA" "1" "ISENGWA" 3345
"SIMIYU" "WILAYA YA MEATU" "KISESA" "2" "ITINJE" 3346
"SIMIYU" "WILAYA YA MEATU" "KISESA" "3" "KISESA" 3347
"SIMIYU" "WILAYA YA MEATU" "KISESA" "4" "LINGEKA" 3348
"SIMIYU" "WILAYA YA MEATU" "KISESA" "5" "LUBIGA" 3349
"SIMIYU" "WILAYA YA MEATU" "KISESA" "6" "MBUGAYABANGHYA" 3350
"SIMIYU" "WILAYA YA MEATU" "KISESA" "7" "MWABUMA" 3351
"SIMIYU" "WILAYA YA MEATU" "KISESA" "8" "MWABUSALU" 3352
"SIMIYU" "WILAYA YA MEATU" "KISESA" "9" "MWAKISANDU" 3353
"SIMIYU" "WILAYA YA MEATU" "KISESA" "10" "MWANDOYA" 3354
"SIMIYU" "WILAYA YA MEATU" "KISESA" "11" "MWASENGELA" 3355
"SIMIYU" "WILAYA YA MEATU" "KISESA" "12" "SAKASAKA" 3356
"SIMIYU" "WILAYA YA MEATU" "KISESA" "13" "TINDABULIGI" 3357
"SIMIYU" "WILAYA YA MEATU" "MEATU" "1" "BUKUNDI" 3358
