"region" "district" "const" "candidate" "party" "sex" "votes" "spltvotes" "perc"
"MBEYA" "WILAYA YA MBEYA" "MBEYA VIJIJINI" "BERIA SAMWEL MPONZI" "NCCR-MAGEUZI" "M" 988 3670 1.2
"MBEYA" "WILAYA YA MBOZI" "MBOZI MAGHARIBI" "DR LUKA JELAS SIYAME" "CCM" "M" 44781 3331 89.9
"MBEYA" "WILAYA YA MBOZI" "MBOZI MAGHARIBI" "VICTOR MATENI SICHONE" "TLP" "M" 3186 3331 6.4
"MBEYA" "WILAYA YA MBOZI" "MBOZI MAGHARIBI" "DANIEL JOHN MWANGAMBA" "CUF" "M" 1830 3331 3.7
"MBEYA" "WILAYA YA MBOZI" "MBOZI MASHARIKI" "WESTON ZAMBI GODFREY" "CCM" "M" 92073 4232 89
"MBEYA" "WILAYA YA MBOZI" "MBOZI MASHARIKI" "GABRIEL GABRIEL MPANGALA" "TLP" "M" 5075 4232 4.9
"MBEYA" "WILAYA YA MBOZI" "MBOZI MASHARIKI" "YAWALANGA MWAMLIMA DULLE" "NCCR-MAGEUZI" "M" 3205 4232 3.1
"MBEYA" "WILAYA YA MBOZI" "MBOZI MASHARIKI" "NKUNYUNTILA WESTON SIWALE" "CUF" "M" 3085 4232 3
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE MAGHARIBI" "DAVID HOMELI MWAKYUSA" "CCM" "M" 46231 6537 68.9
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE MAGHARIBI" "AFWILILE BUKUKU MWAKIJUNGU" "TLP" "M" 16498 6537 24.6
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE MAGHARIBI" "JOHN LUCAS MWASIKILI" "CHADEMA" "M" 2714 6537 4
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE MAGHARIBI" "RAMSAY MWAIHOJO ANTHONY" "CUF" "M" 968 6537 1.4
"MBEYA" "WILAYA YA RUNGWE" "RUNGWE MAGHARIBI" "JOHNSON MWAKINSASA MWANGOSI" "SAU" "M" 650 6537 1
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "MASOLWA MASOLWA COSMAS" "CCM" "M" 5296 195 57.5
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "SOUD KHAMIS RASHID" "CUF" "M" 3804 195 41.3
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "IDRISSA MOHAMMED ALI" "Jahazi Asilia" "M" 55 195 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "RASHID ALI ALI" "SAU" "M" 17 195 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "SALUM SEIF SEIF" "TADEA" "M" 16 195 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "SAID AHMAD ASHA" "UPDP" "F" 12 195 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "BUBUBU" "OMAR SAID AYOUB" "PPT-Maendeleo" "M" 9 195 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "ALI TAHIR HAFIDH" "CCM" "M" 6219 430 66.6
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "SAID NASSOR HEMED" "CUF" "M" 2989 430 32
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "ABEID MJAKA JUMA" "CHADEMA" "M" 52 430 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "AYOUB JUMA MOHAMMED" "SAU" "M" 19 430 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "SULEIMAN ABDALLAH ABDALLAH" "DP" "M" 18 430 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "OTHMAN SALUM MMANGA" "MAKINI" "M" 16 430 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "KHAMIS KHASSAN MGENI" "NRA" "F" 16 430 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "BAKAR TUWA MUHA" "PPT-Maendeleo" "M" 10 430 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "DIMANI" "SEIF SALIM SALIM" "UPDP" "M" 0 430 NA
"MJINI MAGHARIBI" "MAGHARIBI" "DOLE" "JUMA SULEIMAN N'HUNGA" "CCM" "M" 5782 312 74.1
"MJINI MAGHARIBI" "MAGHARIBI" "DOLE" "KHAMIS MZEE MSABAH" "CUF" "M" 1948 312 25
"MJINI MAGHARIBI" "MAGHARIBI" "DOLE" "ELIA DAUD CHILAMBO" "SAU" "M" 38 312 0.5
"MJINI MAGHARIBI" "MAGHARIBI" "DOLE" "ISSA KHALFAN KISSIA" "NRA" "F" 30 312 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "ALI AMEIR AMEIR" "CCM" "M" 5480 296 71.3
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "MUSSA IBRAHIM SAHIM" "CUF" "M" 2080 296 27.1
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "AHMED MUHAMMED HAFIDH" "NRA" "M" 30 296 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "HAJI PANDU PANDU" "TLP" "M" 28 296 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "HAJI BAKAR RAJAB" "NCCR-MAGEUZI" "M" 25 296 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "HASSAN KASSU JANU" "Jahazi Asilia" "M" 22 296 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "MUSSA JUMA TABU" "MAKINI" "M" 10 296 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "FUONI" "SULEIMAN  ATIK HEMED" "SAU" "M" 8 296 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "YUSSUF MZEE OMAR" "CCM" "M" 3962 87 79.8
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "YUSSUF MWARABU ALI" "CUF" "M" 928 87 18.7
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "MUSSA YUSSUF HAMAD" "CHADEMA" "M" 32 87 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "ALI HASSAN HAFIDH" "TLP" "M" 23 87 0.5
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "MUSSA SALUM AMOUR" "UPDP" "M" 13 87 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "MAULID NGWALY ALIY" "TADEA" "M" 3 87 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "KIEMBESAMAKI" "HAMAD ABDALLAH ABDALLAH" "PPT-Maendeleo" "M" 1 87 0
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "ABDALLA KHAMIS VUAI" "CCM" "M" 4090 130 61.3
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "MUHAMMAD ABDULRAHMAN DEDES" "CUF" "M" 2527 130 37.9
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "KOMBO MAALIM DADI" "CHADEMA" "M" 23 130 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "JUMA HAMAD SULEIMAN" "NRA" "M" 7 130 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "ALI OTHMAN HAMAD" "NCCR-MAGEUZI" "M" 7 130 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "MOHAMED ZUBEIR ABDULLA" "DP" "M" 7 130 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "MUSSA SALUM MAKAME" "UPDP" "M" 5 130 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "OTHMAN HASSAN ALLY" "SAU" "M" 4 130 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MAGOGONI" "KHAMIS JUMA AME" "Jahazi Asilia" "M" 3 130 0
"MJINI MAGHARIBI" "MAGHARIBI" "MFENESINI" "SULEIMAN MUSSA MOSSY" "CCM" "M" 4107 225 69.8
"MJINI MAGHARIBI" "MAGHARIBI" "MFENESINI" "ABDALLA KHALFAN SALEH" "CUF" "M" 1587 225 27
"MJINI MAGHARIBI" "MAGHARIBI" "MFENESINI" "MOHAMMED ABDULLA HIJA" "Jahazi Asilia" "M" 160 225 2.7
"MJINI MAGHARIBI" "MAGHARIBI" "MFENESINI" "AMAR SAID ABLA" "TADEA" "F" 20 225 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "MFENESINI" "MOHAMMED IBRAHIM HAMAD" "UPDP" "M" 11 225 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "AMME PANDU USSI" "CCM" "M" 3870 99 59.3
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ABDALLA AMOUR AMINA" "CUF" "F" 2483 99 38.1
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ALI NUHU HAJI" "UPDP" "M" 38 99 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "HAMYAR SULEIMAN SULEIMAN" "NRA" "M" 36 99 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ALAWI OMAR YAHYA" "CHADEMA" "M" 28 99 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ABASS HUSSEIN ISSA" "NCCR-MAGEUZI" "M" 18 99 0.3
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "MIRAJI KHAMIS KIONGWE" "Jahazi Asilia" "M" 12 99 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "SILIMA SHEHA MWALIM" "UDP" "M" 12 99 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "TALIB ALI JUMA" "UMD" "M" 9 99 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ALLI ABDULLAH MOHAMMED" "TLP" "M" 7 99 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "JUMA MAHARA ALI" "DP" "M" 5 99 0.1
"MJINI MAGHARIBI" "MAGHARIBI" "MTONI" "ALI HAMAD OMAR" "TADEA" "M" 3 99 0
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "JUMA SEREWEJI HAJI" "CCM" "M" 4240 137 66.3
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "JUMA HASSAN USSI" "CUF" "M" 2048 137 32
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "MOH'D ALLY JAFFER" "MAKINI" "M" 37 137 0.6
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "YUSSUF OMAR ABDALLA" "Jahazi Asilia" "M" 27 137 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "HASSAN KIDOGO VUAI" "TLP" "M" 24 137 0.4
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "USSI AMEIR AMINI" "NCCR-MAGEUZI" "M" 13 137 0.2
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "TALIB TIHAMI JUMA" "TADEA" "M" 3 137 0
"MJINI MAGHARIBI" "MAGHARIBI" "MWANAKWEREKWE" "USSY HAMAD TALIB" "PPT-Maendeleo" "M" 0 137 NA
"MJINI MAGHARIBI" "MJINI" "AMANI" "RAJAB KHATIB HASSAN" "CCM" "M" 4526 317 73.6
"MJINI MAGHARIBI" "MJINI" "AMANI" "SULEIMAN KOMBO SEIF" "CUF" "M" 1489 317 24.2
"MJINI MAGHARIBI" "MJINI" "AMANI" "HAROUN SHAUR OMAR" "MAKINI" "M" 39 317 0.6
"MJINI MAGHARIBI" "MJINI" "AMANI" "KHAMIS HALFAN OTHMAN" "Jahazi Asilia" "M" 39 317 0.6
"MJINI MAGHARIBI" "MJINI" "AMANI" "ABDALLA RASHID BIMKUBWA" "CHAUSTA" "F" 25 317 0.4
"MJINI MAGHARIBI" "MJINI" "AMANI" "KHAMIS SULEIMAN ABDALLAH" "SAU" "M" 10 317 0.2
"MJINI MAGHARIBI" "MJINI" "AMANI" "MOH'D MBONGO ALI" "TADEA" "M" 9 317 0.1
"MJINI MAGHARIBI" "MJINI" "AMANI" "DAIMU OTHUMAN ABBAS" "NRA" "M" 9 317 0.1
"MJINI MAGHARIBI" "MJINI" "AMANI" "MASOUD KHAMIS KHAMIS" "UPDP" "M" 5 317 0.1
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "SHEHA MUSSA OMAR" "CCM" "M" 5746 180 70.1
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "MOH'D JUMA JUMA" "CUF" "M" 2366 180 28.9
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "KASSIM SEIF ABDALLAH" "UPDP" "M" 29 180 0.4
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "TARATIBU ABAMA MWANAMRISHO" "CHADEMA" "F" 17 180 0.2
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "HAMAD AMOUR SAUMU" "NCCR-MAGEUZI" "F" 14 180 0.2
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "MAKAME AME KOROBOI" "Jahazi Asilia" "M" 14 180 0.2
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "MACHANO SALUM ABDILLAH" "NRA" "M" 7 180 0.1
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "HARUNA HAMAD ALI" "UMD" "M" 3 180 0
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "RAJAB SOUD MOHAMMED" "CCM" "M" 7004 144 74.9
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "YUSSUF MAALIM MOH'D" "CUF" "M" 1999 144 21.4
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "SALUM MSABAHA MARIAM" "CHADEMA" "F" 215 144 2.3
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "HASSAN HAJI HAJI" "NCCR-MAGEUZI" "M" 46 144 0.5
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "MFAUME MOH'D BIMKUBWA" "FORD" "F" 32 144 0.3
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "ALY ABDALLAH ABDALLAH" "TLP" "M" 20 144 0.2
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "RAMADHANI ALI JUMA" "CHAUSTA" "M" 14 144 0.1
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "FAKI HAMAD HAMAD" "PPT-Maendeleo" "M" 13 144 0.1
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "GABRIEL MASANJA EMMANUEL" "SAU" "M" 7 144 0.1
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "MOHAMMED JUMA OMAR" "NRA" "M" 7 144 0.1
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "MOHAMED SULEIMAN MUSSA" "UPDP" "M" 0 144 NA
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "SINGH HOOGAN PARMUKH" "CCM" "M" 5956 194 69.8
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "CHRISTOPHER MIRCHAEL HERBERT" "CUF" "M" 2292 194 26.8
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "MZEE SAID SAID" "CHADEMA" "M" 118 194 1.4
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "ABEID SALEH JAMILA" "Jahazi Asilia" "F" 62 194 0.7
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "MOHAMMED MOHAMMED ZAHOR" "NRA" "M" 39 194 0.5
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "OTHMAN KHAMIS RUKIYA" "UPDP" "F" 19 194 0.2
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "JUMA SALUM HUSSEIN" "TLP" "M" 19 194 0.2
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "KHAMIS HASSAN MFAUME" "NLD" "M" 18 194 0.2
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "OMAR SAID AHMED" "TADEA" "M" 16 194 0.2
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "HUSSEIN ALI MWINYI" "CCM" "M" 6237 129 85.6
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "MUSSA HAJI KHAMIS" "CUF" "M" 921 129 12.6
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "ALI HAJI HASSAN" "Jahazi Asilia" "M" 40 129 0.5
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "MASOUD OTHMAN AMIRI" "CHADEMA" "M" 33 129 0.5
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "BAKARI HAJI SALAMA" "CHAUSTA" "F" 21 129 0.3
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "PETER AGATHONI MAGWIRA" "SAU" "M" 19 129 0.3
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "HAMAD SULEIMANI RAMADHANI" "TADEA" "M" 13 129 0.2
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "ALI MAULID ZUBEIR" "CCM" "M" 6985 300 74.4
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "ALI KONDO MOH'D" "CUF" "M" 2003 300 21.3
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "OMAR CHUM ABUU" "Jahazi Asilia" "M" 227 300 2.4
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "MOH'D JUMA SALMA" "NCCR-MAGEUZI" "F" 108 300 1.2
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "TAJO TAFUTA HUSSEIN" "SAU" "M" 15 300 0.2
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "PAKACHA AME SULEIMAN" "MAKINI" "M" 14 300 0.1
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "SALIMU ALY SULEIMAN" "DP" "M" 10 300 0.1
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "MJAKA BAKAR SALIM" "TADEA" "M" 10 300 0.1
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "ALI ABDALLAH RAMADHANI" "UPDP" "M" 8 300 0.1
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "MAKAME HAMAD JUMA" "UMD" "M" 7 300 0.1
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "AMOUR CHOMBOH MUHAMMAD" "CCM" "M" 5539 210 62.8
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "MAKAME MUSSA ZUBEIR" "CUF" "M" 2890 210 32.8
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "JOSEPH NYONI KIJO" "NCCR-MAGEUZI" "M" 271 210 3.1
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "SALUM ALI MAKAME" "CHADEMA" "M" 58 210 0.7
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "HASSAN AMEIR AMEIR" "MAKINI" "M" 20 210 0.2
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "HASSAN JUMA KHAMIS" "NRA" "M" 15 210 0.2
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "SAIDI AHMEDI AZIZA" "UPDP" "F" 10 210 0.1
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "ALLY KHATIB JUMA" "TADEA" "M" 10 210 0.1
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "OTHMAN HAMAD NASSOR" "UMD" "M" 9 210 0.1
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "MUHAMMAD IBRAHIM SANYA" "CUF" "M" 5427 727 65.6
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "JOSEPH MWALE BONIFACE" "CCM" "M" 2796 727 33.8
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "HOMOUD HAMED MARSHED" "NRA" "M" 18 727 0.2
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "RASHID KOMBO NASSOR" "DP" "M" 15 727 0.2
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "MOHAMMED ABDALLA SALIM" "TADEA" "M" 7 727 0.1
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "OMAR SALIM MAKAME" "NCCR-MAGEUZI" "M" 6 727 0.1
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "MUHYDIN MOH'D HASSAN" "SAU" "M" 3 727 0
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "RASHID HAMAD ALAWI" "PPT-Maendeleo" "M" 3 727 0
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "KASSIM ISSA ISSA" "CCM" "M" 5369 171 66.9
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "ADAM ALI ALI" "CUF" "M" 2556 171 31.9
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "NASSOR JUMA JUMA" "CHADEMA" "M" 43 171 0.5
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "MUSTAFA MZEE OTHMAN" "MAKINI" "M" 14 171 0.2
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "ABDALLA MZEE ASSYA" "CHAUSTA" "F" 12 171 0.1
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "HASSAN HAJI IDDI" "NCCR-MAGEUZI" "M" 10 171 0.1
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "HASSAN SULTAN HUSSEIN" "TADEA" "M" 8 171 0.1
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "ABDALLAH SAID MBARAKA" "PPT-Maendeleo" "M" 6 171 0.1
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "JUMA OTHMAN OMAR" "SAU" "M" 6 171 0.1
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "COL SALEH ALLI FARRAH" "CCM" "M" 4908 255 70.3
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "RAJAB MNGANAH KHALID" "CUF" "M" 1998 255 28.6
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "KASSIM ALI SAID" "NRA" "M" 32 255 0.5
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "OMAR JUMA ALI" "NCCR-MAGEUZI" "M" 15 255 0.2
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "AME MOSI MWANAJUMA" "TADEA" "F" 14 255 0.2
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "SULEIMAN KHAMIS KHAMIS" "PPT-Maendeleo" "M" 7 255 0.1
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "MASOUD SALUM SHAIBU" "DP" "M" 6 255 0.1
"MJINI MAGHARIBI" "MJINI" "RAHA LEO" "OTHMAN KHAMIS KHAMIS" "UPDP" "M" 4 255 0.1
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "DR OMARY NIBUKA MZERU" "CCM" "M" 57723 3702 64.6
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MBARALAH ABDALLAH MAHARAGANDE" "CUF" "M" 24601 3702 27.5
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "GRESFORD CHILOSA SENG'UNDA" "CHADEMA" "M" 2506 3702 2.8
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ATHUMAN SHABAN MARINGO" "TLP" "M" 2286 3702 2.6
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "CHRISTOPHER CHIMUNGO DR MGONDE" "NCCR-MAGEUZI" "M" 1034 3702 1.2
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "TITUS THOMAS HELLEN" "NLD" "F" 294 3702 0.3
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ELITUWAHA KILONZO FESTO" "CHAUSTA" "M" 277 3702 0.3
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MRISHO MKOPI MWAZANI" "UPDP" "F" 237 3702 0.3
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "RASHID ISUMAIL ISUMAIL" "Jahazi Asilia" "M" 149 3702 0.2
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ABDALLAH ALLY MAPANDE" "NRA" "M" 132 3702 0.1
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "SAIDI RAMADHANI CHAMCHUA" "FORD" "M" 123 3702 0.1
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "CASTOR RAPHAEL LIGALLAMA" "CCM" "M" 90245 5622 75.5
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "KASSIM ISMAIL MTALAM" "CUF" "M" 20814 5622 17.4
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "SUSAN KIWANGA NDUNA" "CHADEMA" "F" 7451 5622 6.2
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "ABDU ALLY MNOLLA" "UPDP" "M" 999 5622 0.8
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "MABKHUT AHMED SHABIBY" "CCM" "M" 45761 2469 96.4
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "JUSTIN ERASTO MWEGOHA" "TLP" "M" 603 2469 1.3
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "YUSTIN KAMBI DANIEL" "CHADEMA" "M" 601 2469 1.3
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "DR STANLEY LEHAO LEMNYAMBWA" "CUF" "M" 517 2469 1.1
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "MUSTAFA HAIDI MKULO" "CCM" "M" 55324 3897 82.1
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "STAMBULI MTOGO SHOMARY" "CUF" "M" 9822 3897 14.6
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "RASHIDI MALUNGULU BAKARI" "CHADEMA" "M" 1478 3897 2.2
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "SHAABANI SAIDI FARIJALLAH" "TLP" "M" 548 3897 0.8
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "MASENGA DUNIA RIZIKI" "CHAUSTA" "F" 206 3897 0.3
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "CLEMENCE BEATUS LYAMBA" "CCM" "M" 37008 2242 68.2
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "JORAN LWEHABURA BASHANGE" "CUF" "M" 15465 2242 28.5
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "CAPT STEVEN SIMBA MAJESSAH" "CHADEMA" "M" 866 2242 1.6
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "VICTUS MALIWA ISAACK" "CHAUSTA" "M" 532 2242 1
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "GABRIEL ALFONCE SHAYO" "TLP" "M" 427 2242 0.8
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "HAMZA ABDALLAH MWENEGOHA" "CCM" "M" 41025 2714 86.2
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "RAMADHANI KISWILI SHABANI" "CUF" "M" 4362 2714 9.2
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "DAVID MACHANGO MGESI" "CHADEMA" "M" 1505 2714 3.2
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "EMIRI KITOWELO ASIA" "UDP" "F" 406 2714 0.9
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "RAJABU KAYALA KALEKWA" "NLD" "F" 281 2714 0.6
