"region" "district" "const" "candidate" "party" "votes" "spltvotes" "perc"
"MJINI MAGHARIBI" "MJINI" "AMANI" "MUSSA HASSAN MUSSA" "CCM" 4291 176 65.34
"MJINI MAGHARIBI" "MJINI" "AMANI" "SEIF SULEIMAN KOMBO" "CUF" 2003 176 30.5
"MJINI MAGHARIBI" "MJINI" "AMANI" "MARYAM OMAR ALI" "TADEA" 46 176 0.7
"MJINI MAGHARIBI" "MJINI" "AMANI" "MARIAM SLEIMAN BAKARI" "UMD" 33 176 0.5
"MJINI MAGHARIBI" "MJINI" "AMANI" "KHAMIS MASOUD KHAMIS" "UPDP" 18 176 0.27
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "PEREIRA AME SILIMA" "CCM" 5219 317 59.59
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "ALI JUMA KHAMIS" "CUF" 2501 317 28.56
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "ABAMA MWANAMRISHO TARATIBU" "CHADEMA" 504 317 5.75
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "MBAKI AME KHAMIS" "UPDP" 68 317 0.78
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "SAFIA YUSSUF MBAROUK" "TADEA" 44 317 0.5
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "WANU KHAMISI MOHAMED" "DP" 40 317 0.46
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "ALIY HAROUN HAMADI" "UMD" 33 317 0.38
"MJINI MAGHARIBI" "MJINI" "CHUMBUNI" "SAUMU HAMAD AMOUR" "NCCR-MAGEUZI" 32 317 0.37
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "HUSSEIN MUSSA MZEE" "CCM" 5835 224 71.18
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "MOHD YUSSUF MAALIM" "CUF" 1941 224 23.68
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "MARYAM SALUM MSABAHA" "CHADEMA" 119 224 1.45
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "ABDALLAH ALLY ABDALLAH" "TLP" 35 224 0.43
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "HAJI HASSAN HAJI" "NCCR-MAGEUZI" 23 224 0.28
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "FADHIL KASSIM ABDULLAH" "TADEA" 15 224 0.18
"MJINI MAGHARIBI" "MJINI" "JANG'OMBE" "KIDOSHO HAMAD SAID" "AFP" 6 224 0.07
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "MASAUNI HAMAD YUSSUF" "CCM" 4256 166 68.45
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "DR. IDAROUS HABIBU MOHAMMED" "CUF" 1721 166 27.68
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "KHADIJA ISMAIL MAKTUB" "MAKIN" 33 166 0.53
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "ZAITUNI ALI KHAMIS" "TADEA" 27 166 0.43
"MJINI MAGHARIBI" "MJINI" "KIKWAJUNI" "MFAUME KHAMIS HASSANI" "NLD" 15 166 0.24
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "MWINYI HUSSEIN ALI" "CCM" 5277 240 79.93
"MJINI MAGHARIBI" "MJINI" "KWAHANI" "KHAMIS MUSSA HAJI" "CUF" 1085 240 16.43
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "KHEIR ALI KHAMIS" "CCM" 6260 293 66.42
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "KHAMIS ALI KHAMIS" "CUF" 2525 293 26.79
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "BAUJI ABDALLAH JAFFAR" "JAHAZI ASILIA" 185 293 1.96
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "SALMA MOHAMMED JUMA" "NCCR-MAGEUZI" 92 293 0.98
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "RAMADHANI ALLY ABDALLAH" "UPDP" 41 293 0.44
"MJINI MAGHARIBI" "MJINI" "KWAMTIPURA" "FATMA SAID MOHAMMED" "UMD" 29 293 0.31
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "CHOMBOH MUHAMMAD AMOUR" "CCM" 5394 301 56.3
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "AHMEDI KHAMIS HAMAD" "CUF" 3207 301 33.47
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "KIJO JOSEPH NYONI" "NCCR-MAGEUZI" 318 301 3.32
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "CHUWA MAKAME SALUM" "CHADEMA" 201 301 2.1
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "MWAMBA AMIRI HAJI MAKAME" "CHAUSTA" 68 301 0.71
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "MBONGO ALI MOHD" "TADEA" 57 301 0.59
"MJINI MAGHARIBI" "MJINI" "MAGOMENI" "SULEIMAN ALI SULEMAN" "TLP" 35 301 0.37
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "SANYA MUHAMMAD IBRAHIM" "CUF" 4478 102 70.76
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "MUGHEIRY NASSOR JUMA" "CCM" 1638 102 25.88
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "NASSOR KHAMIS MOH'D" "NLD" 77 102 1.22
"MJINI MAGHARIBI" "MJINI" "MJI MKONGWE" "KUZU HALIMA MOH'D" "TADEA" 33 102 0.52
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "TURKY SALIM ABDULLAH" "CCM" 5102 115 60.14
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "SULEIMAN KHAMIS ALLY" "CUF" 3099 115 36.53
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "MUHAMMED HEMED KHAMIS" "CHADEMA" 102 115 1.2
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "MALAIKA HUSSEIN SULTAN" "JAHAZI ASILIA" 34 115 0.4
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "ZAKIA SALEH SALUM" "TADEA" 20 115 0.24
"MJINI MAGHARIBI" "MJINI" "MPENDAE" "ASYA ABDALLA MZEE" "CHAUSTA" 12 115 0.14
"MJINI MAGHARIBI" "MJINI" "RAHALEO" "MABODI ABDULLA JUMA" "CCM" 3928 158 61.64
"MJINI MAGHARIBI" "MJINI" "RAHALEO" "KHALID RAJAB MNGANAH" "CUF" 2195 158 34.44
"MJINI MAGHARIBI" "MJINI" "RAHALEO" "LAILA RAJAB KHAMIS" "NCCR-MAGEUZI" 44 158 0.69
"MJINI MAGHARIBI" "MJINI" "RAHALEO" "KHAMIS SULEIMAN KHAMIS" "APPT - MAENDELEO" 28 158 0.44
"MJINI MAGHARIBI" "MJINI" "RAHALEO" "SALAMA MUSSA JUMA" "TADEA" 20 158 0.31
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ABOOD ABDUL-AZIZ MOHAMED" "CCM" 39066 1408 57.99
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "AMANI THEOPHILUS MWAIPAJA" "CHADEMA" 13295 1408 19.74
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MLAPAKOLO ABEID HAROUB" "CUF" 11919 1408 17.69
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MWL.MLUGE ROBERT KASSIAN" "TLP" 831 1408 1.23
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MRS.MNYUKU JOYNER JOEL" "NCCR-MAGEUZI" 345 1408 0.51
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ISMAIL RASHID ISMAIL" "JAHAZI ASILIA" 244 1408 0.36
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "MWAMWINGILA MWASU GOIMA" "UDP" 159 1408 0.24
"MOROGORO" "MANISPAA YA MOROGORO" "MOROGORO MJINI" "ABDALAH ALLY MAPANDE" "NRA" 94 1408 0.14
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "MTEKETA RAJABU ABDUL" "CCM" 43459 2165 48.86
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "MTEMA REGIA ESTELATUS" "CHADEMA" 38550 2165 43.34
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "ZAINABU IBRAHIMU HIMILI" "CUF" 4469 2165 5.02
"MOROGORO" "WILAYA YA KILOMBERO" "KILOMBERO" "ABDU ALLY MNOLA" "UPDP" 299 2165 0.34
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "AHMED MABKHUT SHABIBY" "CCM" 25413 564 92.81
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "KAMBI DANIEL YUSTIN" "CHADEMA" 960 564 3.51
"MOROGORO" "WILAYA YA KILOSA" "GAIRO" "NURU HAMIS KIMWAGA" "MAKIN" 446 564 1.63
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "MKULO MUSTAFA HAIDI" "CCM" 31004 1234 80.1
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "WILLY REMI DIKUNDILE" "CUF" 3484 1234 9
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "KISEGELE ZAINABU MOHAMED" "CHADEMA" 2552 1234 6.59
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "FARIJALLAH SHAABANI SAID" "SAU" 248 1234 0.64
"MOROGORO" "WILAYA YA KILOSA" "KILOSA" "PILLI HAROUB MANENO" "UDP" 187 1234 0.48
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "ABDULSALAAM SELEMANI AMER" "CCM" 22849 844 63.3
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "MWAKYAMBO ONESMO SAMBO" "CHADEMA" 9375 844 25.97
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "SUDDY JUMA MUHOMBOLAGE" "CUF" 2285 844 6.33
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "CLALENS H JANGAMA" "UPDP" 553 844 1.53
"MOROGORO" "WILAYA YA KILOSA" "MIKUMI" "SHAYO GABRIEL ALPHONCE" "SAU" 188 844 0.52
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "KALOGERIS INNOCENT EDWARD" "CCM" 20917 868 74.53
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "TEMBO JUMA ABDU" "CHADEMA" 4798 868 17.09
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "ASSENGA NASRA ALLOYCE" "AFP" 1158 868 4.13
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI" "MWINYI SAID WAZIRI" "CHAUSTA" 326 868 1.16
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "NKYA DR LUCY SEWERE" "CCM" 20324 796 75.54
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "BLANDINA OBASSY MWASABWITE" "CUF" 3509 796 13.04
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "MAGALAMBULA AQUILIN CLAUD" "CHADEMA" 1770 796 6.58
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "MZERU SAKINA BAKARI BILALI" "NCCR-MAGEUZI" 218 796 0.81
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "KIBUA BIBIANA JOSEPH" "UDP" 106 796 0.39
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "MKASI AHMED MUSTAFA" "UPDP" 103 796 0.38
"MOROGORO" "WILAYA YA MOROGORO" "MOROGORO KUSINI MASHARIKI" "MBENA NAFUU ALLY" "NRA" 79 796 0.29
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "AMOS GABRIEL MAKALLA" "CCM" 41884 951 67.26
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "MATOKEO OWDEN MANYETA" "CHADEMA" 17796 951 28.58
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "DORIS JEMES MAJENDA" "CUF" 1238 951 1.99
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "RAKIA ABUBAKAR HASSAN" "NCCR-MAGEUZI" 273 951 0.44
"MOROGORO" "WILAYA YA MVOMERO" "MVOMERO" "MAGUVU REHEMA OMARY" "UDP" 130 951 0.21
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "MPONDA HADJI HUSSEIN" "CCM" 18627 686 52.42
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "MLAMBITI MELCHIOR EMERAN" "CHADEMA" 15814 686 44.51
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MAGHARIBI" "MSABILA MAGNUS MWEMBE" "SAU" 405 686 1.14
"MOROGORO" "WILAYA YA ULANGA" "ULANGA MASHARIKI" "CELINA OMPESHI KOMBANI	
                    - Unopposed" "CCM" 0 0 NA
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "MURJI HASNAIN MOHAMED" "CCM" 17004 584 57.37
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "ULEDI HASSANI ABDALLAH" "CUF" 10564 584 35.64
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "ATHUMAN JETHA EDWIN" "CHADEMA" 1089 584 3.67
"MTWARA" "MANISPAA YA MTWARA MIKINDANI" "MTWARA MJINI" "MTAURA SALUMU MOHAMEDI" "TLP" 400 584 1.35
"MTWARA" "WILAYA YA MASASI" "LULINDI" "BWANAUSI DISMAS JEROME" "CCM" 24988 1073 72
"MTWARA" "WILAYA YA MASASI" "LULINDI" "MAKAIDI MODESTA PONERA" "NLD" 5207 1073 15
"MTWARA" "WILAYA YA MASASI" "LULINDI" "MTIKITA ISSA ALLI" "CUF" 2202 1073 6.34
"MTWARA" "WILAYA YA MASASI" "LULINDI" "FANUEL JAMES MHAIKI" "CHADEMA" 1235 1073 3.56
"MTWARA" "WILAYA YA MASASI" "MASASI" "KASEMBE MARIAM REUBEN" "CCM" 29310 1588 63.71
"MTWARA" "WILAYA YA MASASI" "MASASI" "MWATUKA CLARA DIANA" "CUF" 6909 1588 15.02
"MTWARA" "WILAYA YA MASASI" "MASASI" "MAKAIDI EMMANUEL JOHN" "NLD" 5384 1588 11.7
"MTWARA" "WILAYA YA MASASI" "MASASI" "MOSES AMBROS CHIWINGA" "CHADEMA" 2817 1588 6.12
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "GHASIA HAWA ABDULRAHMAN" "CCM" 37256 1138 66.69
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "CHIKAMBA OMARI WANANIMUKA" "CUF" 16018 1138 28.67
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "NAKUYALUKA SAIDI DADI" "NLD" 784 1138 1.4
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "MAKUNGANYA SALUMU HASHIMU" "UDP" 665 1138 1.19
"MTWARA" "WILAYA YA NANYUMBU" "NANYUMBU" "MKAPA DUSTAN DANIEL" "CCM" 20324 1063 59.85
"MTWARA" "WILAYA YA NANYUMBU" "NANYUMBU" "NGURUWE KASPAR AMANDUS" "CUF" 12569 1063 37.02
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "MKUCHIKA GEORGE HURUMA" "CCM" 40021 1980 64
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "HAKIKA SEIPHU MAARIFA" "CUF" 17741 1980 28.37
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "MARY DISMAS LIKONDA" "CHADEMA" 2292 1980 3.67
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "NGANJE HAMZA NGANJE" "UDP" 496 1980 0.79
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "NJWAYO JUMA ABDALLAH" "CCM" 34154 1367 48.31
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "KATANI AHMAD KATANI" "CUF" 33116 1367 46.84
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "MATUMLA RASHID ABUBAKARI" "CHADEMA" 1607 1367 2.27
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "RASHIDI AHMAD ALANI LUMANJE" "NLD" 453 1367 0.64
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "HIGHNESS SAMSONI KIWIA" "CHADEMA" 31296 1281 50.56
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "DR DIALLO ANTHONY MWANDU" "CCM" 26870 1281 43.41
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "GIDION YAKALIZA LALAMA" "CUF" 1924 1281 3.11
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "BONIFACE FRANCIS MULINGA" "DP" 289 1281 0.47
"MWANZA" "JIJI LA MWANZA" "ILEMELA" "NEEMA REUBENI NGUSSA" "JAHAZI ASILIA" 233 1281 0.38
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "WENJE DIBOGO EZEKIA" "CHADEMA" 38171 1506 56.5
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "MASHA LAWRENCE KEGO" "CCM" 27883 1506 41.27
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "LOLESIA JEREMIAH BUKWIMBA" "CCM" 32781 2301 54.21
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "OSCAR PRIMUS NDALAHWA" "CUF" 24847 2301 41.09
"MWANZA" "WILAYA YA GEITA" "BUSANDA" "MAGESSA FINIAS BRYCESON" "CHADEMA" 536 2301 0.89
"MWANZA" "WILAYA YA GEITA" "GEITA" "DONALD KEVIN MAX" "CCM" 33331 2104 54.02
"MWANZA" "WILAYA YA GEITA" "GEITA" "RUHEGA JOSEPH ROGERS" "CHADEMA" 20028 2104 32.46
"MWANZA" "WILAYA YA GEITA" "GEITA" "MALEBO PETER MICHAEL" "CUF" 5594 2104 9.07
"MWANZA" "WILAYA YA GEITA" "GEITA" "BASHIRY MATHIAS BAYONA" "NCCR-MAGEUZI" 646 2104 1.05
"MWANZA" "WILAYA YA GEITA" "NYANG'HWALE" "HUSSEIN NASSOR AMAR" "CCM" 19987 803 82.96
"MWANZA" "WILAYA YA GEITA" "NYANG'HWALE" "TANGANYIKA NGURU BRIGHT" "CHADEMA" 2271 803 9.43
"MWANZA" "WILAYA YA GEITA" "NYANG'HWALE" "MASANJA ANDREA MKANGA" "CUF" 1032 803 4.28
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "MANSOOR SHANIF HIRAN" "CCM" 19503 2200 65.64
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "NYERERE LETICIA MAGENI" "CHADEMA" 7831 2200 26.36
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "LIGWA SAMWEL NDALAHWA" "CUF" 178 2200 0.6
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "NDASSA RICHARD MGANGA" "CCM" 18705 789 51.64
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "SAMAMBA JULIUS NYENYA" "CUF" 16729 789 46.18
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "DR. KAMANI TITUS MLENGEYA" "CCM" 32742 1133 80.54
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "KATINDE JACKTAS LEVI" "CHADEMA" 4488 1133 11.04
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "LAUELENSIA YAHONA MACHANYA" "CUF" 1181 1133 2.91
"MWANZA" "WILAYA YA MAGU" "BUSEGA" "HAPPINESS BUYEGI ZANGI" "UDP" 1109 1133 2.73
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "LIMBU FESTUS BULUGU" "CCM" 30160 2242 46.18
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "NGONGOSEKE KALWINZI JULIUS" "UDP" 29120 2242 44.59
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "NDIMANYA BAHATI BUBINZA" "CHADEMA" 2110 2242 3.23
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "ILOLE LAURIAN PETER" "CUF" 1315 2242 2.01
"MWANZA" "WILAYA YA MAGU" "MAGU MJINI" "NDEKEJA BONAVENTURA PETER" "NLD" 357 2242 0.55
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "MAWEMATATU CHARLES KITWANGA" "CCM" 41935 1842 83.24
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "JANE DEOGRATIAS KAJOKI" "CHADEMA" 5293 1842 10.51
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "ABDALLAH YUSSUF MTINA" "CUF" 1307 1842 2.59
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "DR TIZEBA CHARLES JOHN" "CCM" 25925 1309 51.18
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "KASWAHILI MARTIN MICHAEL" "CHADEMA" 23036 1309 45.47
"MWANZA" "WILAYA YA SENGEREMA" "BUCHOSA" "KOMANYA JULIUS ATHANAS" "CUF" 389 1309 0.77
"MWANZA" "WILAYA YA SENGEREMA" "SENGEREMA" "NGELEJA WILLIAM MGANGA	
                    - Unopposed" "CCM" 0 0 NA
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "MACHEMLI SALVATORY NALUYAGA" "CHADEMA" 34642 1418 55.22
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "DR. MONGELLA GERTRUDE IBENGWE" "CCM" 24517 1418 39.08
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "JAPAN JOCTAN KULWIJILA" "CUF" 1915 1418 3.05
"MWANZA" "WILAYA YA UKEREWE" "UKEREWE" "JORAMU CHARANGA KAJELI" "NCCR-MAGEUZI" 244 1418 0.39
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "KOKA SILYVESTRY FRANCIS" "CCM" 14028 498 54.6
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "MCHANGE HABIBU MCHANGE" "CHADEMA" 10450 498 40.67
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "LYDIA SALANYA BENDERA" "CUF" 529 498 2.06
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "KIBONA SHAMIM ALLY" "DP" 79 498 0.31
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "MAJALIO PAUL KYARA" "SAU" 39 498 0.15
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "HUMPHREY CHRISTONSIA MUNKO" "MAKIN" 28 498 0.11
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "PONERA IFIGENIA EUGEN" "NLD" 19 498 0.07
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "MONICA PAULO CHIBUGA" "UPDP" 16 498 0.06
"PWANI" "MJI WA KIBAHA" "KIBAHA MJINI" "GLADNESS JONATHANI MRUTU" "UMD" 6 498 0.02
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "KAWAMBWA JUMANNE SHUKURU" "CCM" 15604 617 74.76
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "NEEMA IDDI MSUYA" "CHADEMA" 2473 617 11.85
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "ZAHORO VUAI PANDU" "CUF" 1979 617 9.48
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "MWINJUMA MRISHO OTHMAN" "UPDP" 76 617 0.36
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "CHOYO STELLA YUSUF" "DP" 70 617 0.34
"PWANI" "WILAYA YA BAGAMOYO" "BAGAMOYO" "MUSSA MZEE MWINYIKONDO" "UMD" 52 617 0.25
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "BWANAMDOGO SAIDI RAMADHANI" "CCM" 32924 1391 87.3
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "KINGWALA MIRAJI ALLY" "CUF" 2837 1391 7.52
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "NEEMA MFUNGO MASAMAKI" "DP" 299 1391 0.79
"PWANI" "WILAYA YA BAGAMOYO" "CHALINZE" "WAZIRI ISSA TOWAKALI" "UPDP" 263 1391 0.7
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "HAMOUD ABUU JUMAA" "CCM" 11361 385 74.87
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "AGNESS EMMANUEL RUKWEGELA" "CHADEMA" 2201 385 14.51
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "RAJAB ABDALLAH NG'UZUGO" "CUF" 1089 385 7.18
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "KINGWANDE SIKUDHANI ALLY" "DP" 65 385 0.43
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "BERTHA NKANGO MPATA" "SAU" 33 385 0.22
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "ZUNGO SALEHE MZEE" "JAHAZI ASILIA" 27 385 0.18
"PWANI" "WILAYA YA KIBAHA" "KIBAHA VIJIJINI" "MARY MOSES DAUDI" "UPDP" 13 385 0.09
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "JAFO SELEMANI SAIDI" "CCM" 19832 640 78.15
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "KONDO ADUI SEIF" "CUF" 3577 640 14.1
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "KITIKU THEODORY EDWARD" "CHADEMA" 1153 640 4.54
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "CHUMA ASHA ATHUMANI" "UPDP" 114 640 0.45
"PWANI" "WILAYA YA KISARAWE" "KISARAWE" "MASOMBOLA FREDRICKY MERKISEDECK" "NLD" 60 640 0.24
"PWANI" "WILAYA YA MAFIA" "MAFIA" "ABDULKARIM ESMAIL HASSANSHAH" "CCM" 8137 301 52.68
"PWANI" "WILAYA YA MAFIA" "MAFIA" "WAHABI OMARI TWALUTI" "CUF" 5384 301 34.85
"PWANI" "WILAYA YA MAFIA" "MAFIA" "ABDULL SAID SULEIMAN" "CHADEMA" 1553 301 10.05
"PWANI" "WILAYA YA MAFIA" "MAFIA" "MWISHEHE RASHID SAID" "TLP" 72 301 0.47
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "MALIMA ADAM KIGHOMA" "CCM" 25571 1871 67.97
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "MTITI SIFA MAJURA" "CHADEMA" 8390 1871 22.3
"PWANI" "WILAYA YA MKURANGA" "MKURANGA" "SAFI ADAMU SAFI" "DP" 1790 1871 4.76
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "MAROMBWA ABDUL JABIRI" "CCM" 16008 1121 59.23
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "KINGAMBE SEIF PORWE" "CUF" 8808 1121 32.59
"PWANI" "WILAYA YA RUFIJI" "KIBITI" "UKWAMA RASHIDI ENOSI" "UDP" 1088 1121 4.03
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "DR SEIF SELEMAN RASHID" "CCM" 14476 587 56.27
"PWANI" "WILAYA YA RUFIJI" "RUFIJI" "KIHAMBWE ALLY SEIF" "CUF" 10665 587 41.45
